,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,name_type,Name_Fix
3146,George Booth,George,Booth,Philadelphia,Philadelphia County,PA,US,town,George Booth
3147,Thomas Forrest,Thomas,Forrest,,Philadelphia County,PA,US,county,Thomas Forrest
3149,William Lynch,William,Lynch,,,PA,US,state,William Lynch
3150,Nesmoz and Valiant | Nesmoz and Valliant,Nesmoz And,Valiant,,,PA,US,state,Nesmoz And Valiant
3154,Dorothea Losh,Dorothea,Losh,,,PA,US,state,Dorothea Losh
3156,Thomas Denton,Thomas,Denton,Philadelphia,Philadelphia County,PA,US,town,Thomas Denton
3157,William Lee,William,Lee,Philadelphia,Philadelphia County,PA,US,town,William Lee
3158,Samuel Massey,Samuel,Massey,Philadelphia,Philadelphia County,PA,US,town,Samuel Massey
3159,Samuel Jones,Samuel,Jones,,Philadelphia County,PA,US,county,Samuel Jones
3160,William Lynch,William,Lynch,Philadelphia,Philadelphia County,PA,US,town,William Lynch
3161,Nathaniel Leonard,Nathaniel,Leonard,,,PA,US,state,Nathaniel Leonard
3164,Samuel S Cooper | Samuel S Copper,Samuel S,Cooper,Newton,Sussex County,NJ,US,town,Samuel S Cooper | Samuel S Copper
3164,Samuel S Cooper | Samuel S Copper,Samuel S,Copper,Newton,Sussex County,NJ,US,town,Samuel S Cooper | Samuel S Copper
3166,James Gibson,James,Gibson,,,PA,US,state,James Gibson
3170,Charles Wilstach,Charles,Wilstach,Philadelphia,Philadelphia County,PA,US,town,Charles Wilstach
3172,Thomas Bull,Thomas,Bull,,Chester County,PA,US,county,Thomas Bull
3173,Balser Geehr | Basler Geehr | Batser Guhr,Balser,Geehr,,Berks County,PA,US,county,Balser Geehr | Basler Geehr | Batser Guhr
3173,Balser Geehr | Basler Geehr | Batser Guhr,Basler,Geehr,,Berks County,PA,US,county,Balser Geehr | Basler Geehr | Batser Guhr
3173,Balser Geehr | Basler Geehr | Batser Guhr,Batser,Guhr,,Berks County,PA,US,county,Balser Geehr | Basler Geehr | Batser Guhr
3175,Joseph Brown,Joseph,Brown,Philadelphia,Philadelphia County,PA,US,town,Joseph Brown
3176,Evan R Evans,Evan R,Evans,,,PA,US,state,Evan R Evans
3178,William Brown,William,Brown,Carlisle,Cumberland County,PA,US,town,William Brown
3179,Benjamin Johnson,Benjamin,Johnson,,,PA,US,state,Benjamin Johnson
3180,Thomas Paul,Thomas,Paul,Philadelphia,Philadelphia County,PA,US,town,Thomas Paul
3181,Philip Gisinger,Philip,Gisinger,,,PA,US,state,Philip Gisinger
3182,Solomon Marks | Solomon Smith,Solomon,Marks,,Westmoreland County,PA,US,county,Solomon Marks | Solomon Smith
3182,Solomon Marks | Solomon Smith,Solomon,Smith,,Westmoreland County,PA,US,county,Solomon Marks | Solomon Smith
3184,Philip Reilly | Philip Reily,Philip,Reilly,Philadelphia,Philadelphia County,PA,US,town,Philip Reilly | Philip Reily
3184,Philip Reilly | Philip Reily,Philip,Reily,Philadelphia,Philadelphia County,PA,US,town,Philip Reilly | Philip Reily
3186,Robert Smith,Robert,Smith,,Westmoreland County,PA,US,county,Robert Smith
3188,John Kline,John,Kline,,Berks County,PA,US,county,John Kline
3189,Moses Hobsin | Moses Hobson | Moses Hobson in trust and co,Moses,Hobsin,,Montgomery County,PA,US,county,Moses Hobsin | Moses Hobson
3189,Moses Hobsin | Moses Hobson | Moses Hobson in trust and co,Moses,Hobson,,Montgomery County,PA,US,county,Moses Hobsin | Moses Hobson
3191,Michael Shanahan,Michael,Shanahan,Philadelphia,Philadelphia County,PA,US,town,Michael Shanahan
3192,Adam Harbeson,Adam,Harbeson,Middle Paxton Township,Dauphin County,PA,US,town,Adam Harbeson
3193,James Gordon Heron,James Gordon,Heron,Pittsburgh,Allegheny County,PA,US,town,James Gordon Heron
3196,Matthew Green | Matthew Greer,Matthew,Green,,Bucks County,PA,US,county,Matthew Green | Matthew Greer
3196,Matthew Green | Matthew Greer,Matthew,Greer,,Bucks County,PA,US,county,Matthew Green | Matthew Greer
3197,Ebenezar Branham | Ebenezer Branham,Ebenezar,Branham,Philadelphia,Philadelphia County,PA,US,town,Ebenezar Branham | Ebenezer Branham
3197,Ebenezar Branham | Ebenezer Branham,Ebenezer,Branham,Philadelphia,Philadelphia County,PA,US,town,Ebenezar Branham | Ebenezer Branham
3198,Robert McMordie,Robert,Mcmordie,,,PA,US,state,Robert Mcmordie
3199,Christopher Lentz,Christopher,Lentz,,Philadelphia County,PA,US,county,Christopher Lentz
3200,George Wescott | George Westcott,George,Wescott,Philadelphia,Philadelphia County,PA,US,town,George Wescott | George Westcott
3200,George Wescott | George Westcott,George,Westcott,Philadelphia,Philadelphia County,PA,US,town,George Wescott | George Westcott
3201,Mark Wilcocks,Mark,Wilcocks,,Delaware County,PA,US,county,Mark Wilcocks
3202,John Nicholson,John,Nicholson,Philadelphia,Philadelphia County,PA,US,town,John Nicholson
3206,David Whitaker,David,Whitaker,Cape May,Cape May County,NJ,US,town,David Whitaker
3209,James Hibbs,James,Hibbs,,,PA,US,state,James Hibbs
3211,James Paulson,James,Paulson,Philadelphia,Philadelphia County,PA,US,town,James Paulson
3213,Stephen Collins,Stephen,Collins,,,PA,US,state,Stephen Collins
3215,Naphtali Phillips | Napthali Phillips,Naphtali,Phillips,Philadelphia,Philadelphia County,PA,US,town,Naphtali Phillips | Napthali Phillips
3215,Naphtali Phillips | Napthali Phillips,Napthali,Phillips,Philadelphia,Philadelphia County,PA,US,town,Naphtali Phillips | Napthali Phillips
3216,William Stein | Williams Stein,William,Stein,Philadelphia,Philadelphia County,PA,US,town,William Stein | Williams Stein
3216,William Stein | Williams Stein,Williams,Stein,Philadelphia,Philadelphia County,PA,US,town,William Stein | Williams Stein
3217,Nathan Evans,Nathan,Evans,,Northumberland County,PA,US,county,Nathan Evans
3218,David James,David,James,,,PA,US,state,David James
3219,David James,David,James,,Chester County,PA,US,county,David James
3220,Chisrtopher Weiser | Christopher Weiser,Chisrtopher,Weiser,,Northumberland County,PA,US,county,Chisrtopher Weiser | Christopher Weiser
3220,Chisrtopher Weiser | Christopher Weiser,Christopher,Weiser,,Northumberland County,PA,US,county,Chisrtopher Weiser | Christopher Weiser
3221,Joseph Dearman | Joseph Dearman guardian to Christopher Snider,Christopher,Snider,,,PA,US,state,Christopher Snider | Joseph Dearman
3221,Joseph Dearman | Joseph Dearman guardian to Christopher Snider,Joseph,Dearman,,,PA,US,state,Christopher Snider | Joseph Dearman
3222,George Wescott,George,Wescott,Philadelphia,Philadelphia County,PA,US,town,George Wescott
3223,John Stahl,John,Stahl,,Northumberland County,PA,US,county,John Stahl
3226,Thomas Hall,Thomas,Hall,,,MD,US,state,Thomas Hall
3228,John Reed,John,Reed,,Bedford County,PA,US,county,John Reed
3229,Matthias Ludwick,Matthias,Ludwick,,Northumberland County,PA,US,county,Matthias Ludwick
3230,George Idol,George,Idol,,,NC,US,state,George Idol
3231,Thomas Biddle,Thomas,Biddle,Philadelphia,Philadelphia County,PA,US,town,Thomas Biddle
3232,Alexander Turner,Alexander,Turner,,,PA,US,state,Alexander Turner
3233,Aaron Kitchel,Aaron,Kitchel,,,NJ,US,state,Aaron Kitchel
3234,John Holmes,John,Holmes,,,PA,US,state,John Holmes
3236,William Wistar | William Wister,William,Wistar,Philadelphia,Philadelphia County,PA,US,town,William Wistar | William Wister
3236,William Wistar | William Wister,William,Wister,Philadelphia,Philadelphia County,PA,US,town,William Wistar | William Wister
3237,Daniel Snyder,Daniel,Snyder,,Northampton County,PA,US,county,Daniel Snyder
3238,Samuel Ely,Samuel,Ely,,Berks County,PA,US,county,Samuel Ely
3239,William McClelland,William,Mcclelland,,York County,PA,US,county,William Mcclelland
3240,Abraham Mosser,Abraham,Mosser,,York County,PA,US,county,Abraham Mosser
3242,Reed and Forde | Reede and Ford,John,Reed,Philadelphia,Philadelphia County,PA,US,town,John Reed | Standish Forde
3242,Reed and Forde | Reede and Ford,Standish,Forde,Philadelphia,Philadelphia County,PA,US,town,John Reed | Standish Forde
3243,David Rittenhouse,David,Rittenhouse,Philadelphia,Philadelphia County,PA,US,town,David Rittenhouse
3244,Jacob Winey,Jacob,Winey,,,PA,US,state,Jacob Winey
3245,Jane Greer,Jane,Greer,,,PA,US,state,Jane Greer
3246,William Knox,William,Knox,,,PA,US,state,William Knox
3247,Naphtali Phillips,Naphtali,Phillips,Philadelphia,Philadelphia County,PA,US,town,Naphtali Phillips
3248,Peter Vanderveer | Peter Vanderveer in trust for Jacobus Van Eis,Jacobus,Van Eis,,Somerset County,NJ,US,county,Jacobus Van Eis | Peter Vanderveer
3248,Peter Vanderveer | Peter Vanderveer in trust for Jacobus Van Eis,Peter,Vanderveer,,Somerset County,NJ,US,county,Jacobus Van Eis | Peter Vanderveer
3251,Benjamin Loxley,Benjamin,Loxley,Philadelphia,Philadelphia County,PA,US,town,Benjamin Loxley
3253,Michael Doudal | Michael Doudel,Michael,Doudal,York Township,York County,PA,US,town,Michael Doudal | Michael Doudel
3253,Michael Doudal | Michael Doudel,Michael,Doudel,York Township,York County,PA,US,town,Michael Doudal | Michael Doudel
3254,John Ernst,John,Ernst,,York County,PA,US,county,John Ernst
3255,David Hahn,David,Hahn,York Township,York County,PA,US,town,David Hahn
3256,Catherine Hess,Catherine,Hess,,Philadelphia County,PA,US,county,Catherine Hess
3257,Jacob Keiser,Jacob,Keiser,,York County,PA,US,county,Jacob Keiser
3258,Thoams Leiper | Thomas Leiper,Thoams,Leiper,Philadelphia,Philadelphia County,PA,US,town,Thoams Leiper | Thomas Leiper
3258,Thoams Leiper | Thomas Leiper,Thomas,Leiper,Philadelphia,Philadelphia County,PA,US,town,Thoams Leiper | Thomas Leiper
3259,Lewis Michael,Lewis,Michael,York Township,York County,PA,US,town,Lewis Michael
3262,Conrad Phillip,Conrad,Phillip,,Philadelphia County,PA,US,county,Conrad Phillip
3263,Jacob Schmyser | Michael Schmyser,Jacob,Schmyser,,York County,PA,US,county,Jacob Schmyser | Michael Schmyser
3263,Jacob Schmyser | Michael Schmyser,Michael,Schmyser,,York County,PA,US,county,Jacob Schmyser | Michael Schmyser
3264,Michael Schmyser,Michael,Schmyser,,York County,PA,US,county,Michael Schmyser
3265,Lawrence Schultz,Lawrence,Schultz,,York County,PA,US,county,Lawrence Schultz
3266,Catherine Stare,Catherine,Stare,York,York County,PA,US,town,Catherine Stare
3267,John Wolf | John Wolff,John,Wolf,York,York County,PA,US,town,John Wolf | John Wolff
3267,John Wolf | John Wolff,John,Wolff,York,York County,PA,US,town,John Wolf | John Wolff
3268,William Patterson,William,Patterson,,,NY,US,state,William Patterson
3269,William Spencer | William Speneer,William,Spencer,,,NJ,US,state,William Spencer | William Speneer
3269,William Spencer | William Speneer,William,Speneer,,,NJ,US,state,William Spencer | William Speneer
3270,Temperance Manley,Temperance,Manley,Little Compton,Kent County,RI,US,town,Temperance Manley
3271,Benjamin Bosworth,Benjamin,Bosworth,Warren,Bristol County,RI,US,town,Benjamin Bosworth
3272,William Arnold,William,Arnold,East Greenwich,Kent County,RI,US,town,William Arnold
3273,Amos Horton,Amos,Horton,Johnston,Providence County,RI,US,town,Amos Horton
3274,James Williams,James,Williams,North Scituate,Providence County,RI,US,town,James Williams
3275,Thomas Mitchell,Thomas,Mitchell,North Scituate,Providence County,RI,US,town,Thomas Mitchell
3276,Gideon Freeborn,Gideon,Freeborn,East Greenwich,Kent County,RI,US,town,Gideon Freeborn
3277,Richard Waterman,Richard,Waterman,Coventry,Kent County,RI,US,town,Richard Waterman
3278,Caleb Vaughan,Caleb,Vaughan,Coventry,Kent County,RI,US,town,Caleb Vaughan
3279,Caleb Carpenter,Caleb,Carpenter,Rehoboth,Bristol County,MA,US,town,Caleb Carpenter
3280,Enos Hitchcoch | Enos Hitchcock | Enos Hitchock,Enos,Hitchcoch,Providence,Providence County,RI,US,town,Enos Hitchcoch | Enos Hitchcock | Enos Hitchock
3280,Enos Hitchcoch | Enos Hitchcock | Enos Hitchock,Enos,Hitchcock,Providence,Providence County,RI,US,town,Enos Hitchcoch | Enos Hitchcock | Enos Hitchock
3280,Enos Hitchcoch | Enos Hitchcock | Enos Hitchock,Enos,Hitchock,Providence,Providence County,RI,US,town,Enos Hitchcoch | Enos Hitchcock | Enos Hitchock
3281,Samuel Vernon,Samuel,Vernon,Newport,Newport County,RI,US,town,Samuel Vernon
3282,Isabel Marchant,Isabel,Marchant,Newport,Newport County,RI,US,town,Isabel Marchant
3283,Daniel Stillwell | Daniel Stilwell,Daniel,Stillwell,Providence,Providence County,RI,US,town,Daniel Stillwell | Daniel Stilwell
3283,Daniel Stillwell | Daniel Stilwell,Daniel,Stilwell,Providence,Providence County,RI,US,town,Daniel Stillwell | Daniel Stilwell
3284,Pardon Bowen,Pardon,Bowen,Providence,Providence County,RI,US,town,Pardon Bowen
3285,Thomas Church,Thomas,Church,Dighton,Bristol County,MA,US,town,Thomas Church
3286,Jeremiah Whipple,Jeremiah,Whipple,Cumberland,Providence County,RI,US,town,Jeremiah Whipple
3288,William Potter,William,Potter,Kingston,Washington County,RI,US,town,William Potter
3289,Sarah Bradfeid | Sarah Bradfeild | Sarah Bradfield,Sarah,Bradfeid,Northampton,Hampshire County,MA,US,town,Sarah Bradfeid | Sarah Bradfeild | Sarah Bradfield
3289,Sarah Bradfeid | Sarah Bradfeild | Sarah Bradfield,Sarah,Bradfeild,Northampton,Hampshire County,MA,US,town,Sarah Bradfeid | Sarah Bradfeild | Sarah Bradfield
3289,Sarah Bradfeid | Sarah Bradfeild | Sarah Bradfield,Sarah,Bradfield,Northampton,Hampshire County,MA,US,town,Sarah Bradfeid | Sarah Bradfeild | Sarah Bradfield
3290,Edward Taylor,Edward,Taylor,Providence,Providence County,RI,US,town,Edward Taylor
3291,Ebenezer Waters,Ebenezer,Waters,Littleton,Middlesex County,MA,US,town,Ebenezer Waters
3292,Stephen Waters,Stephen,Waters,Sutton,Worcester County,MA,US,town,Stephen Waters
3293,William Allen,William,Allen,Providence,Providence County,RI,US,town,William Allen
3294,Amos Throop,Amos,Throop,Providence,Providence County,RI,US,town,Amos Throop
3295,Jabez Bowen,Jabez,Bowen,Providence,Providence County,RI,US,town,Jabez Bowen
3296,Rufus Smith,Rufus,Smith,Gloucester,Providence County,RI,US,town,Rufus Smith
3297,Joel Chapin,Joel,Chapin,Ludlow,Hampden County,MA,US,town,Joel Chapin
3298,Elisha Brown,Elisha,Brown,North Providence,Providence County,RI,US,town,Elisha Brown
3299,Andew Brown | Andrew Brown,andew,Brown,Newport,Newport County,RI,US,town,andew Brown | andrew Brown
3299,Andew Brown | Andrew Brown,andrew,Brown,Newport,Newport County,RI,US,town,andew Brown | andrew Brown
3300,Nathaniel Jacobs,Nathaniel,Jacobs,Providence,Providence County,RI,US,town,Nathaniel Jacobs
3301,William Billings,William,Billings,Providence,Providence County,RI,US,town,William Billings
3302,John Spurr,John,Spurr,Providence,Providence County,RI,US,town,John Spurr
3305,Aaron Colvin,Aaron,Colvin,North Scituate,Providence County,RI,US,town,Aaron Colvin
3306,Thomas Casey,Thomas,Casey,East Greenwich,Kent County,RI,US,town,Thomas Casey
3307,John Waterman,John,Waterman,Johnston,Providence County,RI,US,town,John Waterman
3308,Cyril Carpenter,Cyril,Carpenter,Foster,Providence County,RI,US,town,Cyril Carpenter
3309,Thomas Greene,Thomas,Greene,Warwick,Kent County,RI,US,town,Thomas Greene
3310,Walter Easton,Walter,Easton,Newport,Newport County,RI,US,town,Walter Easton
3311,Joseph Carew,Joseph,Carew,Norwich,New London County,CT,US,town,Joseph Carew
3312,Nathan Waterman,Nathan,Waterman,Providence,Providence County,RI,US,town,Nathan Waterman
3313,John Lyon,John,Lyon,Leicester,Worcester County,MA,US,town,John Lyon
3314,Thomas Sabin,Thomas,Sabin,Providence,Providence County,RI,US,town,Thomas Sabin
3315,Deborah Paget,Deborah,Paget,Providence,Providence County,RI,US,town,Deborah Paget
3316,Stephen Smith,Stephen,Smith,Bristol,Bristol County,RI,US,town,Stephen Smith
3317,William Barton,William,Barton,Providence,Providence County,RI,US,town,William Barton
3318,Jeremiah F Jenkins | Jeremiah Fones Jenkins,Jeremiah F,Jenkins,Providence,Providence County,RI,US,town,Jeremiah F Jenkins | Jeremiah Fones Jenkins
3318,Jeremiah F Jenkins | Jeremiah Fones Jenkins,Jeremiah Fones,Jenkins,Providence,Providence County,RI,US,town,Jeremiah F Jenkins | Jeremiah Fones Jenkins
3319,Henry Rice,Henry,Rice,Warwick,Kent County,RI,US,town,Henry Rice
3320,John Jenckes,John,Jenckes,Providence,Providence County,RI,US,town,John Jenckes
3321,Joseph Crawford,Joseph,Crawford,Providence,Providence County,RI,US,town,Joseph Crawford
3322,Deborah Dunton,Deborah,Dunton,Providence,Providence County,RI,US,town,Deborah Dunton
3323,Clarke Brown,Clarke,Brown,Newport,Newport County,RI,US,town,Clarke Brown
3324,Samuel Nightingale,Samuel,Nightingale,Providence,Providence County,RI,US,town,Samuel Nightingale
3325,Samuel  Nightingale | Samuel Nightingale,Samuel,Nightingale,Providence,Providence County,RI,US,town,Samuel Nightingale
3326,Comfort Peck,Comfort,Peck,Rehoboth,Bristol County,MA,US,town,Comfort Peck
3327,James Tomkins | James Tompkins,James,Tomkins,Little Compton,Kent County,RI,US,town,James Tomkins | James Tompkins
3327,James Tomkins | James Tompkins,James,Tompkins,Little Compton,Kent County,RI,US,town,James Tomkins | James Tompkins
3328,Jonathan Gladding | Jonathan Glading,Jonathan,Gladding,Providence,Providence County,RI,US,town,Jonathan Gladding | Jonathan Glading
3328,Jonathan Gladding | Jonathan Glading,Jonathan,Glading,Providence,Providence County,RI,US,town,Jonathan Gladding | Jonathan Glading
3330,Daniel Lyman,Daniel,Lyman,Newport,Newport County,RI,US,town,Daniel Lyman
3331,Philip Allen,Philip,Allen,Providence,Providence County,RI,US,town,Philip Allen
3332,Benjamin Wilkinson,Benjamin,Wilkinson,Gloucester,Providence County,RI,US,town,Benjamin Wilkinson
3333,Joshua Winsor,Joshua,Winsor,Gloucester,Providence County,RI,US,town,Joshua Winsor
3334,Samuel Winsor,Samuel,Winsor,Smithfield,Providence County,RI,US,town,Samuel Winsor
3335,Josiah Greene,Josiah,Greene,,,RI,US,state,Josiah Greene
3336,Benjamin Mann,Benjamin,Mann,Providence,Providence County,RI,US,town,Benjamin Mann
3337,John Lansher | John Larsher,John,Lansher,Providence,Providence County,RI,US,town,John Lansher | John Larsher
3337,John Lansher | John Larsher,John,Larsher,Providence,Providence County,RI,US,town,John Lansher | John Larsher
3338,James Arnold,James,Arnold,Warwick,Kent County,RI,US,town,James Arnold
3339,Zachariah Allen,Zachariah,Allen,Providence,Providence County,RI,US,town,Zachariah Allen
3340,Jeremiah Olney,Jeremiah,Olney,Providence,Providence County,RI,US,town,Jeremiah Olney
3341,Rufus Spencer,Rufus,Spencer,East Greenwich,Kent County,RI,US,town,Rufus Spencer
3342,Jeremiah Jenckes,Jeremiah,Jenckes,Newport,Sullivan County,NH,US,town,Jeremiah Jenckes
3343,Grindall Reynolds,Grindall,Reynolds,Providence,Providence County,RI,US,town,Grindall Reynolds
3344,William Jones,William,Jones,Rehoboth,Bristol County,MA,US,town,William Jones
3345,Abiel Smith,Abiel,Smith,Providence,Providence County,RI,US,town,Abiel Smith
3346,Nathaniel Wheater | Nathaniel Wheaton,Nathaniel,Wheater,Providence,Providence County,RI,US,town,Nathaniel Wheater | Nathaniel Wheaton
3346,Nathaniel Wheater | Nathaniel Wheaton,Nathaniel,Wheaton,Providence,Providence County,RI,US,town,Nathaniel Wheater | Nathaniel Wheaton
3347,Daniel Tofft,Daniel,Tofft,,,RI,US,state,Daniel Tofft
3348,Daniel Eddy | Moses Eddy,Daniel,Eddy,Providence,Providence County,RI,US,town,Daniel Eddy | Moses Eddy
3348,Daniel Eddy | Moses Eddy,Moses,Eddy,Providence,Providence County,RI,US,town,Daniel Eddy | Moses Eddy
3349,William Allen,William,Allen,,,RI,US,state,William Allen
